met,metName,degree,keggID,hmdbID,stringsAsFactors,compartment,met_no_compartment,met_Rid
3amp[l],3'-AMP(2-),1,C01367,HMDB03540,FALSE,[l],3amp,X3amp.l.
4mptnl[r],4-methylpentanal,1,C02373,HMDB01318,FALSE,[r],4mptnl,X4mptnl.r.
5hoxindoa[m],5-Hydroxyindoleacetate,1,C05635,HMDB00763,FALSE,[m],5hoxindoa,X5hoxindoa.m.
5hoxnfkyn[c],5-hydroxy-N-formylkynurenine,1,C05648,HMDB04086,FALSE,[c],5hoxnfkyn,X5hoxnfkyn.c.
5hxkyn[c],5-hydroxykynurenine,1,C05651,HMDB12819,FALSE,[c],5hxkyn,X5hxkyn.c.
46dhoxquin[c],"4,6-Dihydroxyquinoline",1,C05639,HMDB04077,FALSE,[c],46dhoxquin,X46dhoxquin.c.
m2mn[c],(alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine,1,,HMDB06537,FALSE,[c],m2mn,m2mn.c.
mn[c],"beta-1,4-mannose-N-acetylglucosamine",1,,HMDB06535,FALSE,[c],mn,mn.c.
thcrm_hs[c],trihexosyl ceramide,1,,,FALSE,[c],thcrm_hs,thcrm_hs.c.
gncore1[g],"GlcNAc-alpha-1,4-Core 1",1,,,FALSE,[g],gncore1,gncore1.g.
4abut[l],4-Aminobutanoate,1,C00334,HMDB00112,FALSE,[l],4abut,X4abut.l.
3ohodcoa[x],3-Oxooctadecanoyl-CoA,1,C16216,HMDB06498,FALSE,[x],3ohodcoa,X3ohodcoa.x.
3ohxccoa[x],3-Oxohexacosyl-CoA,1,,,FALSE,[x],3ohxccoa,X3ohxccoa.x.
acglu[m],N-acetyl-L-glutamate(2-),1,C00624,HMDB01138,FALSE,[m],acglu,acglu.m.
acorn[c],N(2)-acetyl-L-ornithine,1,C00437,HMDB03357,FALSE,[c],acorn,acorn.c.
5moxact[c],5-Methoxyindoleacetate,1,C05660,HMDB04096,FALSE,[c],5moxact,X5moxact.c.
ade[l],Adenine,1,C00147,HMDB00034,FALSE,[l],ade,ade.l.
adpglc[c],ADP alpha-D-glucoside(2-),1,C00498,HMDB06557,FALSE,[c],adpglc,adpglc.c.
adpman[c],ADPmannose,1,C06192,HMDB06369,FALSE,[c],adpman,adpman.c.
adprib[m],ADPribose,1,C00301,HMDB01178,FALSE,[m],adprib,adprib.m.
r5p[m],alpha-D-Ribose 5-phosphate,1,C03736,HMDB00618,FALSE,[m],r5p,r5p.m.
3padsel[c],3'-Phosphoadenylylselenate,1,C05696,HMDB11104,FALSE,[c],3padsel,X3padsel.c.
dak2gpe_hs[c],1-alkenyl 2-acylglycerol 3-phosphoethanolamine plasmalogen,1,,,FALSE,[c],dak2gpe_hs,dak2gpe_hs.c.
acg5p[m],N-acetyl-L-gamma-glutamyl phosphate(3-),1,C04133,HMDB06456,FALSE,[m],acg5p,acg5p.m.
acg5sa[m],2-acetamido-5-oxopentanoate,1,C01250,HMDB06488,FALSE,[m],acg5sa,acg5sa.m.
alkylR1oh[x],hydroxy alkyl chain,1,,,FALSE,[x],alkylR1oh,alkylR1oh.x.
id3acald[m],indol-3-ylacetaldehyde,1,C00637,HMDB01190,FALSE,[m],id3acald,id3acald.m.
ind3ac[m],indole-3-acetate,1,C00954,HMDB00197,FALSE,[m],ind3ac,ind3ac.m.
dha[c],glycerone,1,C00184,HMDB01882,FALSE,[c],dha,dha.c.
12HPET[c],"12-Hydroperoxyeicosa-5,8,10,14-tetraenoate",1,C05965,HMDB04243,FALSE,[c],12HPET,X12HPET.c.
12RHPET[c],12R-Hydroperoxyeicosatetraenoate,1,C14812,HMDB04692,FALSE,[c],12RHPET,X12RHPET.c.
dhcholoylcoa[r],"3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA",1,C05447,HMDB06895,FALSE,[r],dhcholoylcoa,dhcholoylcoa.r.
cholcoas[r],"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA(S)",1,C05448,HMDB02178,FALSE,[r],cholcoas,cholcoas.r.
ap4a[c],"P(1),P(4)-bis(5'-adenosyl) tetraphosphate(4-)",1,C01260,HMDB01211,FALSE,[c],ap4a,ap4a.c.
bamppald[m],beta-Aminopropion aldehyde,1,C05665,HMDB01106,FALSE,[m],bamppald,bamppald.m.
bdg2hc[c],cis-beta-D-Glucosyl-2-hydroxycinnamate,1,C05839,,FALSE,[c],bdg2hc,bdg2hc.c.
2coum[c],cis-2-coumarate,1,C05838,,FALSE,[c],2coum,X2coum.c.
c2m26dcoa[m],"cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA",1,C11946,HMDB06540,FALSE,[m],c2m26dcoa,c2m26dcoa.m.
c2m26dcoa[x],"cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA",1,C11946,HMDB06540,FALSE,[x],c2m26dcoa,c2m26dcoa.x.
cbl2[m],Cob(II)alamin,1,C00541,HMDB06316,FALSE,[m],cbl2,cbl2.m.
cbl1[m],Cob(I)alamin,1,C00853,HMDB03429,FALSE,[m],cbl1,cbl1.m.
adocbl[m],Adenosylcobalamin,1,C00194,HMDB02086,FALSE,[m],adocbl,adocbl.m.
nh4[r],Ammonium,1,C00014,HMDB00051,FALSE,[r],nh4,nh4.r.
prostg1[c],15-dehydro-prostaglandin E1(1-),1,C04654,HMDB01320,FALSE,[c],prostg1,prostg1.c.
cca_d3[m],Calcitroic acid (D3),1,,,FALSE,[m],cca_d3,cca_d3.m.
chtn[c],chitin,1,,,FALSE,[c],chtn,chtn.c.
clpndcoa[m],clupanodonyl CoA,1,C16166,HMDB06267,FALSE,[m],clpndcoa,clpndcoa.m.
coke[r],cocaine(1+),1,C01416,,FALSE,[r],coke,coke.r.
ntm2amep[c],N-Trimethyl-2-aminoethylphosphonate,1,C06459,,FALSE,[c],ntm2amep,ntm2amep.c.
cmpntm2amep[c],CMP-N-trimethyl-2-aminoethylphosphonate,1,C05674,,FALSE,[c],cmpntm2amep,cmpntm2amep.c.
crtn[c],creatinine,1,C00791,HMDB00562,FALSE,[c],crtn,crtn.c.
crtstrn[r],corticosterone,1,C02140,HMDB01547,FALSE,[r],crtstrn,crtstrn.r.
thcys[c],3-disulfanyl-L-alanine,1,C01962,HMDB03585,FALSE,[c],thcys,thcys.c.
mercppyr[m],3-mercaptopyruvate,1,C00957,HMDB01368,FALSE,[m],mercppyr,mercppyr.m.
ala_D[l],D-alanine,1,C00133,HMDB01310,FALSE,[l],ala_D,ala_D.l.
arg_D[x],D-argininium(1+),1,C00792,HMDB03416,FALSE,[x],arg_D,arg_D.x.
5g2oxpt[x],5-guanidino-2-oxopentanoic acid,1,C03771,HMDB04225,FALSE,[x],5g2oxpt,X5g2oxpt.x.
dcyt[m],Deoxycytidine,1,C00881,HMDB00014,FALSE,[m],dcyt,dcyt.m.
dcmp[m],dCMP,1,C00239,HMDB01202,FALSE,[m],dcmp,dcmp.m.
Rtotalcoa[x],R total Coenzyme A,1,,,FALSE,[x],Rtotalcoa,Rtotalcoa.x.
m3gacpail_prot_hs[r],N/A,1,,,FALSE,[r],m3gacpail_prot_hs,m3gacpail_prot_hs.r.
dmhptcoa[c],"2,6 dimethylheptanoyl-CoA",1,,HMDB06258,FALSE,[c],dmhptcoa,dmhptcoa.c.
lyxnt[c],L-lyxonate,1,C05412,,FALSE,[c],lyxnt,lyxnt.c.
xylnt[c],L-xylonate,1,C05411,,FALSE,[c],xylnt,xylnt.c.
thrnt[c],L-threonate,1,C01620,,FALSE,[c],thrnt,thrnt.c.
eryth[c],L-erythrulose,1,C02045,HMDB06293,FALSE,[c],eryth,eryth.c.
orn_D[x],D-ornithinium(1+),1,C00515,HMDB03374,FALSE,[x],orn_D,orn_D.x.
5a2opntn[x],5-amino-2-oxopentanoic acid,1,C01110,HMDB06272,FALSE,[x],5a2opntn,X5a2opntn.x.
pro_D[x],D-proline,1,C00763,HMDB03411,FALSE,[x],pro_D,pro_D.x.
1p2cbxl[x],1-pyrroline-2-carboxylate,1,C03564,HMDB06875,FALSE,[x],1p2cbxl,X1p2cbxl.x.
b2coa[x],crotonoyl-CoA(4-),1,C00877,HMDB02009,FALSE,[x],b2coa,b2coa.x.
e4hglu[c],erythro-4-hydroxy-L-glutamate(1-),1,C05947,HMDB02273,FALSE,[c],e4hglu,e4hglu.c.
4h2oglt[c],4-hydroxy-2-oxoglutarate(2-),1,C01127,HMDB02070,FALSE,[c],4h2oglt,X4h2oglt.c.
s2l2n2m2m[c],de-Fuc form of PA6 (w/o peptide linkage),1,,,FALSE,[c],s2l2n2m2m,s2l2n2m2m.c.
n2m2nm[c],n2m2nmasn (w/o peptide linkage),1,,,FALSE,[c],n2m2nm,n2m2nm.c.
n2m2nmn[c],reducing GlcNAc removed form of n2m2nmasn (w/o peptide),1,,,FALSE,[c],n2m2nmn,n2m2nmn.c.
glc2man[g],"(2)[glucose-1,3]-mannose oligosaccharide",1,,,FALSE,[g],glc2man,glc2man.g.
glc3man[g],"glucose-1,2-(2)[glucose-1,3]-mannose oligosaccharide",1,,,FALSE,[g],glc3man,glc3man.g.
2ameph[c],(2-Aminoethyl)phosphonate,1,C03557,HMDB11747,FALSE,[c],2ameph,X2ameph.c.
cmp2amep[c],CMP-2-aminoethylphosphonate,1,C05673,,FALSE,[c],cmp2amep,cmp2amep.c.
estriol[c],estriol,1,C05141,HMDB00153,FALSE,[c],estriol,estriol.c.
tdeACP[c],cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1),1,,,FALSE,[c],tdeACP,tdeACP.c.
ttdcea[c],tetradecenoate (n-C14:1),1,C08322,HMDB02000,FALSE,[c],ttdcea,ttdcea.c.
hdeACP[c],cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1),1,,,FALSE,[c],hdeACP,hdeACP.c.
ocdcaACP[c],Octadecanoyl-ACP (n-C18:0ACP),1,,,FALSE,[c],ocdcaACP,ocdcaACP.c.
octeACP[c],cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1),1,,,FALSE,[c],octeACP,octeACP.c.
lnlcACP[c],linoleic acid ACP (all cis),1,C16160,,FALSE,[c],lnlcACP,lnlcACP.c.
lneldcACP[c],linoelaidic acid ACP (all trans),1,,,FALSE,[c],lneldcACP,lneldcACP.c.
ocdcyaACP[c],Octadecynoyl-ACP (n-C18:2ACP),1,,,FALSE,[c],ocdcyaACP,ocdcyaACP.c.
ocdcya[c],octadecadienoate (n-C18:2),1,,,FALSE,[c],ocdcya,ocdcya.c.
ggdp[c],"2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3-)",1,C00353,HMDB04486,FALSE,[c],ggdp,ggdp.c.
galt[c],galactitol,1,C01697,HMDB00107,FALSE,[c],galt,galt.c.
gd3_hs[c],GD3,1,,,FALSE,[c],gd3_hs,gd3_hs.c.
gt3_hs[c],GT3,1,,,FALSE,[c],gt3_hs,gt3_hs.c.
3htmelys[m],"3-Hydroxy-N6,N6,N6-trimethyl-L-lysine",1,C01259,HMDB01422,FALSE,[m],3htmelys,X3htmelys.m.
4tmeabut[m],4-trimethylammoniobutanal,1,C01149,HMDB01345,FALSE,[m],4tmeabut,X4tmeabut.m.
glcr[c],D-glucarate(2-),1,C00818,HMDB00663,FALSE,[c],glcr,glcr.c.
glac[m],"D-glucurono-6,3-lactone",1,C02670,HMDB06355,FALSE,[m],glac,glac.m.
glcr[m],D-glucarate(2-),1,C00818,HMDB00663,FALSE,[m],glcr,glcr.m.
lgt_S[m],(R)-S-lactoylglutathionate(1-),1,C03451,HMDB01066,FALSE,[m],lgt_S,lgt_S.m.
alpa_hs[m],lysophosphatidic acid,1,,,FALSE,[m],alpa_hs,alpa_hs.m.
hexccoa[m],Hexacosanoyl-CoA (n-C26:0CoA),1,,HMDB06459,FALSE,[m],hexccoa,hexccoa.m.
hmgcoa[r],Hydroxymethylglutaryl-CoA,1,C00356,HMDB01375,FALSE,[r],hmgcoa,hmgcoa.r.
mev_R[r],(R)-mevalonate,1,C00418,HMDB00227,FALSE,[r],mev_R,mev_R.r.
hpyr[m],3-hydroxypyruvate,1,C00168,HMDB01352,FALSE,[m],hpyr,hpyr.m.
hxan[l],Hypoxanthine,1,C00262,HMDB00157,FALSE,[l],hxan,hxan.l.
im4ac[c],imidazol-4-ylacetate,1,C02835,HMDB02024,FALSE,[c],im4ac,im4ac.c.
im4act[m],imidazole-4-acetaldehyde,1,C05130,HMDB03905,FALSE,[m],im4act,im4act.m.
im4ac[m],imidazol-4-ylacetate,1,C02835,HMDB02024,FALSE,[m],im4ac,im4ac.m.
imp[m],IMP,1,C00130,HMDB00175,FALSE,[m],imp,imp.m.
ins[l],Inosine,1,C00294,HMDB00195,FALSE,[l],ins,ins.l.
ipdp[r],Isopentenyl diphosphate,1,C00129,HMDB01347,FALSE,[r],ipdp,ipdp.r.
k[g],potassium,1,C00238,HMDB00586,FALSE,[g],k,k.g.
lald_D[m],(R)-lactaldehyde,1,C00937,HMDB06458,FALSE,[m],lald_D,lald_D.m.
lald_L[m],(S)-lactaldehyde,1,C00424,HMDB03052,FALSE,[m],lald_L,lald_L.m.
lcts[c],Lactose,1,C00243,HMDB00186,FALSE,[c],lcts,lcts.c.
Lcyst[m],L-cysteate(1-),1,C57006,HMDB02757,FALSE,[m],Lcyst,Lcyst.m.
lgnccoa[m],lignocericyl coenzyme A,1,C16529,HMDB06526,FALSE,[m],lgnccoa,lgnccoa.m.
lum3[c],Lumisterol 3,1,,HMDB06505,FALSE,[c],lum3,lum3.c.
ACP[m],acyl carrier protein,1,,,FALSE,[m],ACP,ACP.m.
malACP[m],Malonyl-[acyl-carrier protein],1,,,FALSE,[m],malACP,malACP.m.
mi3456p[c],"1D-myo-inositol 3,4,5,6-tetrakisphosphate(8-)",1,C04520,HMDB03848,FALSE,[c],mi3456p,mi3456p.c.
2mcacn[c],"(Z)-but-2-ene-1,2,3-tricarboxylate",1,C04225,HMDB06357,FALSE,[c],2mcacn,X2mcacn.c.
micit[c],"(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate",1,C04593,HMDB06471,FALSE,[c],micit,micit.c.
malttr[l],maltotriose,1,C01835,HMDB01262,FALSE,[l],malttr,malttr.l.
mmcoa_S[c],(S)-methylmalonyl-CoA(5-),1,C00683,HMDB02310,FALSE,[c],mmcoa_S,mmcoa_S.c.
mmcoa_S[x],(S)-methylmalonyl-CoA(5-),1,C00683,HMDB02310,FALSE,[x],mmcoa_S,mmcoa_S.x.
4aabutn[c],4-acetamidobutanoate,1,C02946,HMDB03681,FALSE,[c],4aabutn,X4aabutn.c.
n4abutn[m],4-acetamidobutanal,1,C05936,HMDB04226,FALSE,[m],n4abutn,n4abutn.m.
4aabutn[m],4-acetamidobutanoate,1,C02946,HMDB03681,FALSE,[m],4aabutn,X4aabutn.m.
adprbp[c],ADP-D-ribose 2'-phosphate(4-),1,C03246,HMDB06336,FALSE,[c],adprbp,adprbp.c.
na1[g],Sodium,1,C01330,HMDB00588,FALSE,[g],na1,na1.g.
didp[m],dIDP,1,C01344,HMDB03536,FALSE,[m],didp,didp.m.
ditp[m],dITP(4-),1,C01345,HMDB03537,FALSE,[m],ditp,ditp.m.
idp[m],IDP(3-),1,C00104,HMDB03335,FALSE,[m],idp,idp.m.
itp[m],ITP(3-),1,C00081,HMDB00189,FALSE,[m],itp,itp.m.
nmn[m],NMN,1,C00455,HMDB00229,FALSE,[m],nmn,nmn.m.
nmptrc[c],N-methylputrescinium(2+),1,C02723,HMDB03661,FALSE,[c],nmptrc,nmptrc.c.
1mpyr[c],1-methylpyrrolinium,1,C06178,,FALSE,[c],1mpyr,X1mpyr.c.
nicrnt[m],Nicotinate D-ribonucleotide,1,C01185,HMDB01132,FALSE,[m],nicrnt,nicrnt.m.
dnad[m],Deamino-NAD+,1,C00857,HMDB01179,FALSE,[m],dnad,dnad.m.
nrvnccoa[m],nervonyl coenzyme A,1,C16532,,FALSE,[m],nrvnccoa,nrvnccoa.m.
ump[l],UMP,1,C00105,HMDB00288,FALSE,[l],ump,ump.l.
dcmp[l],dCMP,1,C00239,HMDB01202,FALSE,[l],dcmp,dcmp.l.
dcyt[l],Deoxycytidine,1,C00881,HMDB00014,FALSE,[l],dcyt,dcyt.l.
cmp[l],CMP,1,C00055,HMDB00095,FALSE,[l],cmp,cmp.l.
dtmp[l],dTMP,1,C00364,HMDB01227,FALSE,[l],dtmp,dtmp.l.
damp[l],dAMP(2-),1,C00360,HMDB00905,FALSE,[l],damp,damp.l.
dad_2[l],2-deoxyadenosine,1,C00559,HMDB00101,FALSE,[l],dad_2,dad_2.l.
amp[l],AMP,1,C00020,HMDB00045,FALSE,[l],amp,amp.l.
dgmp[l],dGMP,1,C00362,HMDB01044,FALSE,[l],dgmp,dgmp.l.
dgsn[l],Deoxyguanosine,1,C00330,HMDB00085,FALSE,[l],dgsn,dgsn.l.
gmp[l],GMP,1,C00144,HMDB01397,FALSE,[l],gmp,gmp.l.
xtp[c],XTP,1,C00700,HMDB00293,FALSE,[c],xtp,xtp.c.
hnifedipine[c],hydroxy nifedipine,1,,,FALSE,[c],hnifedipine,hnifedipine.c.
whtststerone[r],w hydroxy testosterone,1,C05294,HMDB06769,FALSE,[r],whtststerone,whtststerone.r.
12harachd[r],12 hydroxy arachidonic acid,1,,HMDB06111,FALSE,[r],12harachd,X12harachd.r.
wharachd[r],w-hydroxyl arachidonic acid,1,C14748,HMDB02344,FALSE,[r],wharachd,wharachd.r.
18harachd[r],18 hydroxy arachidonic acid,1,,HMDB06245,FALSE,[r],18harachd,X18harachd.r.
leuktrB4wcooh[r],w-carboxy leukotriene B4,1,C05950,HMDB06059,FALSE,[r],leuktrB4wcooh,leuktrB4wcooh.r.
pcollg5hlys[c],erythro-5-hydroxy-L-lysinium(1+),1,C16741,HMDB00450,FALSE,[c],pcollg5hlys,pcollg5hlys.c.
camp[g],"3',5'-cyclic AMP(1-)",1,C00575,HMDB00058,FALSE,[g],camp,camp.g.
amp[g],AMP,1,C00020,HMDB00045,FALSE,[g],amp,amp.g.
35cgmp[g],"3',5'-cyclic GMP(1-)",1,C00942,HMDB01314,FALSE,[g],35cgmp,X35cgmp.g.
pecgoncoa[r],Pseudoecgonyl-CoA,1,C12450,HMDB06403,FALSE,[r],pecgoncoa,pecgoncoa.r.
prostge2[r],prostaglandin E2(1-),1,C00584,HMDB01220,FALSE,[r],prostge2,prostge2.r.
2pglyc[c],2-phosphonatoglycolate(3-),1,C00988,HMDB00816,FALSE,[c],2pglyc,X2pglyc.c.
phpyr[m],keto-phenylpyruvate,1,C00166,HMDB00205,FALSE,[m],phpyr,phpyr.m.
pail4p_hs[r],1-phosphatidyl-1D-myo-inositol 4-phosphate(3-),1,,,FALSE,[r],pail4p_hs,pail4p_hs.r.
pail34p_hs[r],"1-phosphatidyl-1D-myo-inositol 3,4-bisphosphate(5-)",1,,,FALSE,[r],pail34p_hs,pail34p_hs.r.
pepslys[r],peptide sans lysine,1,,,FALSE,[r],pepslys,pepslys.r.
pnto_R[m],(R)-Pantothenate,1,C00864,HMDB00210,FALSE,[m],pnto_R,pnto_R.m.
4ppan[m],D-4'-Phosphopantothenate,1,C03492,HMDB01016,FALSE,[m],4ppan,X4ppan.m.
2hyoxplac[c],2-Hydroxyphenylacetate,1,C05852,HMDB00669,FALSE,[c],2hyoxplac,X2hyoxplac.c.
akg[r],2-Oxoglutarate,1,C00026,HMDB00208,FALSE,[r],akg,akg.r.
pro_L[r],L-proline,1,C00148,HMDB00162,FALSE,[r],pro_L,pro_L.r.
4hpro_LT[r],trans-4-hydroxy-L-proline,1,C01157,HMDB00725,FALSE,[r],4hpro_LT,X4hpro_LT.r.
succ[r],Succinate,1,C00042,HMDB00254,FALSE,[r],succ,succ.r.
pro_D[l],D-proline,1,C00763,HMDB03411,FALSE,[l],pro_D,pro_D.l.
prpncoa[x],acryloyl-CoA(4-),1,C00894,HMDB02307,FALSE,[x],prpncoa,prpncoa.x.
3hpcoa[x],3-hydroxypropanoyl-CoA(4-),1,C05668,HMDB06807,FALSE,[x],3hpcoa,X3hpcoa.x.
adrn[x],adrenic acid,1,C16527,HMDB02226,FALSE,[x],adrn,adrn.x.
pyam5p[m],Pyridoxamine 5'-phosphate,1,C00647,HMDB01555,FALSE,[m],pyam5p,pyam5p.m.
pydx5p[m],Pyridoxal 5'-phosphate,1,C00018,HMDB01491,FALSE,[m],pydx5p,pydx5p.m.
pylald[c],perillyl aldehyde,1,C02576,HMDB03647,FALSE,[c],pylald,pylald.c.
peracd[c],Perillic acid,1,C11924,HMDB04586,FALSE,[c],peracd,peracd.c.
pylald[m],perillyl aldehyde,1,C02576,HMDB03647,FALSE,[m],pylald,pylald.m.
peracd[m],Perillic acid,1,C11924,HMDB04586,FALSE,[m],peracd,peracd.m.
quln[c],quinolinate(2-),1,C03722,HMDB00232,FALSE,[c],quln,quln.c.
retn[n],all-trans-retinoate,1,C00777,HMDB01852,FALSE,[n],retn,retn.n.
rbl_D[c],D-ribulose,1,C00309,HMDB00621,FALSE,[c],rbl_D,rbl_D.c.
retncoa[c],retinoyl CoA,1,,HMDB06508,FALSE,[c],retncoa,retncoa.c.
fald[x],formaldehyde,1,C00067,HMDB01426,FALSE,[x],fald,fald.x.
dtt[c],"1,4-dithiothreitol",1,C00265,HMDB13593,FALSE,[c],dtt,dtt.c.
dttOX[c],"trans-1,2-dithiane-4,5-diol",1,C01119,,FALSE,[c],dttOX,dttOX.c.
selnp[c],Selenophosphate,1,C05172,HMDB03840,FALSE,[c],selnp,selnp.c.
hxdcal[r],hexadecanal,1,C00517,HMDB01551,FALSE,[r],hxdcal,hxdcal.r.
l2n2m2mn[c],"de-Fuc, reducing GlcNAc removed, de-Sia form of PA6 (w/o peptide linkage)",1,,,FALSE,[c],l2n2m2mn,l2n2m2mn.c.
sl_L[m],(S)-3-sulfonatolactate(2-),1,C11499,,FALSE,[m],sl_L,sl_L.m.
R1coa_hs[r],R group 1 Coenzyme A,1,,,FALSE,[r],R1coa_hs,R1coa_hs.r.
R2coa_hs[r],R group 2 Coenzyme A,1,,,FALSE,[r],R2coa_hs,R2coa_hs.r.
thbpt[n],"5,6,7,8-tetrahydrobiopterin",1,C00272,HMDB00027,FALSE,[n],thbpt,thbpt.n.
f5hoxkyn[c],Formyl-5-hydroxykynurenamine,1,C05647,HMDB12948,FALSE,[c],f5hoxkyn,f5hoxkyn.c.
nmthsrtn[c],N-Methylserotonin,1,C06212,HMDB04369,FALSE,[c],nmthsrtn,nmthsrtn.c.
estrones[r],estrone 3-sulfate(1-),1,C02538,HMDB01425,FALSE,[r],estrones,estrones.r.
t2m26dcoa[m],"trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA",1,C11945,HMDB06530,FALSE,[m],t2m26dcoa,t2m26dcoa.m.
t2m26dcoa[x],"trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA",1,C11945,HMDB06530,FALSE,[x],t2m26dcoa,t2m26dcoa.x.
T4hcinnm[c],trans-4-coumarate,1,C00811,HMDB02035,FALSE,[c],T4hcinnm,T4hcinnm.c.
34dhcinm[c],trans-caffeate,1,C01197,HMDB03501,FALSE,[c],34dhcinm,X34dhcinm.c.
dtdprmn[c],dTDP-L-rhamnose,1,C03319,HMDB06354,FALSE,[c],dtdprmn,dtdprmn.c.
tetpent3coa[m],"tetracosapentaenoyl coenzyme A, n-3",1,C16167,,FALSE,[m],tetpent3coa,tetpent3coa.m.
tetpent6coa[m],"tetracosapentaenoyl coenzyme A, n-6",1,C16172,,FALSE,[m],tetpent6coa,tetpent6coa.m.
tettet6coa[m],tetracosatetraenoyl coenzyme A,1,C16171,HMDB06516,FALSE,[m],tettet6coa,tettet6coa.m.
thm[m],Thiamin,1,C00378,HMDB00235,FALSE,[m],thm,thm.m.
phom[c],O-phosphonato-L-homoserine(2-),1,C01102,HMDB03484,FALSE,[c],phom,phom.c.
tre[c],Trehalose,1,C01083,HMDB00975,FALSE,[c],tre,tre.c.
ts3[c],Tachysterol 3,1,C07711,HMDB06560,FALSE,[c],ts3,ts3.c.
udpg[g],UDPglucose,1,C00029,HMDB00286,FALSE,[g],udpg,udpg.g.
udpacgal[r],UDP-N-acetyl-D-galactosamine(2-),1,C00203,HMDB00304,FALSE,[r],udpacgal,udpacgal.r.
ahandrostan[r],3alpha-hydroxy-5beta-androstan-17-one,1,C04373,HMDB00490,FALSE,[r],ahandrostan,ahandrostan.r.
whtststerone[c],w hydroxy testosterone,1,C05294,HMDB06769,FALSE,[c],whtststerone,whtststerone.c.
xol7ah2[r],"5beta-cholestane-3alpha,7alpha-diol",1,C05452,HMDB06893,FALSE,[r],xol7ah2,xol7ah2.r.
xoldiolone[m],"7alpha,12alpha-Dihydroxycholest-4-en-3-one",1,C17339,HMDB02197,FALSE,[m],xoldiolone,xoldiolone.m.
Ser_Gly_Ala_X_Gly[r],protein-linked serine residue (glycosaminoglycan attachment site),1,,,FALSE,[r],Ser_Gly_Ala_X_Gly,Ser_Gly_Ala_X_Gly.r.
HC02119[c],Adenosylmethioninamine-potential,1,,,FALSE,[c],HC02119,HC02119.c.
HC00832[c],L-Fuculose,1,C01721,,FALSE,[c],HC00832,HC00832.c.
HC01797[c],Activated_methyl_group,1,C10905,,FALSE,[c],HC01797,HC01797.c.
lanost[x],lanosterol,1,C01724,HMDB01251,FALSE,[x],lanost,lanost.x.
dhcholoylcoa[m],"3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA",1,C05447,HMDB06895,FALSE,[m],dhcholoylcoa,dhcholoylcoa.m.
HC00005[r],ApoB100,1,,,FALSE,[r],HC00005,HC00005.r.
HC00009[r],ApoE,1,,,FALSE,[r],HC00009,HC00009.r.
HC00004[r],ApoA1,1,,,FALSE,[r],HC00004,HC00004.r.
HC00006[r],ApoC1,1,,,FALSE,[r],HC00006,HC00006.r.
HC00007[r],ApoC2,1,,,FALSE,[r],HC00007,HC00007.r.
HC00008[r],ApoC3,1,,,FALSE,[r],HC00008,HC00008.r.
cdpchol[r],CDPcholine,1,C00307,HMDB01413,FALSE,[r],cdpchol,cdpchol.r.
HC02020[l],Cholesterol-ester-palm,1,C11251,HMDB00885,FALSE,[l],HC02020,HC02020.l.
HC02022[l],Cholesterol-ester-stea,1,,,FALSE,[l],HC02022,HC02022.l.
HC02023[l],Cholesterol-ester-ol,1,,,FALSE,[l],HC02023,HC02023.l.
HC02024[l],Cholesterol-ester-lin,1,,,FALSE,[l],HC02024,HC02024.l.
HC02027[l],Cholesterol-ester-arach,1,,,FALSE,[l],HC02027,HC02027.l.
HC02029[c],1-Acylglycerol-3P-palm,1,,,FALSE,[c],HC02029,HC02029.c.
HC02030[c],1-Acylglycerol-3P-palmn,1,,,FALSE,[c],HC02030,HC02030.c.
HC02031[c],1-Acylglycerol-3P-stea,1,,,FALSE,[c],HC02031,HC02031.c.
HC02032[c],1-Acylglycerol-3P-ol,1,,,FALSE,[c],HC02032,HC02032.c.
HC02033[c],1-Acylglycerol-3P-lin,1,,,FALSE,[c],HC02033,HC02033.c.
HC02036[c],1-Acylglycerol-3P-arach,1,,,FALSE,[c],HC02036,HC02036.c.
HC02111[c],ATP-energy,1,,,FALSE,[c],HC02111,HC02111.c.
HC02111[m],ATP-energy,1,,,FALSE,[m],HC02111,HC02111.m.
HC02112[r],NADH-redox-potential,1,,,FALSE,[r],HC02112,HC02112.r.
HC02112[c],NADH-redox-potential,1,,,FALSE,[c],HC02112,HC02112.c.
HC02112[m],NADH-redox-potential,1,,,FALSE,[m],HC02112,HC02112.m.
HC02112[x],NADH-redox-potential,1,,,FALSE,[x],HC02112,HC02112.x.
HC02113[r],NADPH-redox-potential,1,,,FALSE,[r],HC02113,HC02113.r.
